1, 0
2, 0
3, 0
4, 0
5, 0
6, 1
7, 1
8, 0
9, 0
10, 1
11, 1
12, 1
13, 0
14, 1
15, 1
16, 1
17, 1
18, 1
19, 1
20, 0
21, 0
22, 1
23, 0
24, 0
25, 1
26, 1
27, 0
28, 0
29, 0
30, 1
31, 1
32, 0
33, 1
34, 0
35, 0
36, 1
37, 1
38, 0
39, 0
40, 1
41, 1
42, 1
43, 0
44, 0
45, 1
46, 1
47, 1
48, 0
49, 1
50, 0
51, 1
52, 0
53, 0
54, 1
55, 0
56, 0
57, 1
58, 1
59, 0
60, 1
61, 0
62, 1
63, 0
64, 1
65, 1
66, 1
67, 0
68, 1
69, 1
70, 0
71, 0
72, 0
73, 1
74, 1
75, 1
76, 1
77, 1
78, 1
79, 0
80, 0
81, 1
82, 0
83, 0
84, 1
85, 0
86, 0
87, 0
88, 1
89, 0
90, 1
91, 0
92, 0
93, 0
94, 1
95, 0
96, 1
97, 1
98, 1
99, 1
100, 0
101, 1
102, 1
103, 1
104, 0
105, 1
106, 1
107, 0
108, 0
109, 1
110, 1
111, 1
112, 1
113, 0
114, 0
115, 1
116, 1
117, 0
118, 0
119, 0
120, 1
121, 0
122, 1
123, 1
124, 0
125, 0
126, 0
127, 0
128, 1
129, 0
130, 0
131, 1
132, 0
133, 1
134, 0
135, 1
136, 1
137, 0
138, 1
139, 1
140, 0
141, 1
142, 1
143, 1
144, 1
145, 1
146, 0
147, 1
148, 1
149, 1
150, 0
151, 0
152, 1
153, 0
154, 1
155, 1
156, 0
157, 0
158, 0
159, 1
160, 1
161, 1
162, 0
163, 1
164, 0
165, 1
166, 0
167, 1
168, 0
169, 0
170, 1
171, 1
172, 0
173, 0
174, 1
175, 1
176, 1
177, 0
178, 0
179, 0
180, 1
181, 0
182, 0
183, 0
184, 1
185, 1
186, 1
187, 1
188, 0
189, 0
190, 1
191, 1
192, 0
193, 1
194, 0
195, 0
196, 1
197, 1
198, 1
199, 1
200, 0
201, 0
202, 1
203, 0
204, 0
205, 0
206, 1
207, 1
208, 0
209, 0
210, 1
211, 1
212, 1
213, 1
214, 1
215, 1
216, 1
217, 1
218, 1
219, 1
220, 0
221, 0
222, 0
223, 1
224, 0
225, 1
226, 1
227, 1
228, 1
229, 1
230, 1
231, 0
232, 0
233, 1
234, 1
235, 0
236, 0
237, 0
238, 0
239, 0
240, 0
241, 0
242, 1
243, 0
244, 1
245, 1
246, 0
247, 0
248, 0
249, 1
250, 0
251, 1
252, 0
253, 1
254, 1
255, 1
256, 0
257, 1
258, 0
259, 0
260, 1
261, 1
262, 0
263, 1
264, 0
265, 1
266, 1
267, 0
268, 1
269, 1
270, 1
271, 1
272, 1
273, 0
274, 0
275, 0
276, 0
277, 0
278, 1
279, 0
280, 0
281, 1
282, 0
283, 0
284, 0
285, 1
286, 1
287, 1
288, 1
289, 1
290, 1
291, 1
292, 0
293, 1
294, 1
295, 1
296, 0
297, 1
298, 1
299, 0
300, 1
301, 1
302, 0
303, 1
304, 1
305, 1
306, 1
307, 0
308, 0
309, 0
310, 0
311, 0
312, 0
313, 1
314, 0
315, 0
316, 0
317, 1
318, 1
319, 0
320, 1
321, 1
322, 1
323, 1
324, 1
325, 1
326, 1
327, 0
328, 1
329, 0
330, 1
331, 1
332, 0
333, 1
334, 1
335, 0
336, 0
337, 0
338, 1
339, 0
340, 0
341, 1
342, 0
343, 0
344, 1
345, 1
